,shortcode,caption,likes,comments,timestamp,owner_username,owner_id,video_view_count,is_video,location,caption_hashtags,caption_mentions
86,COBcI6eB4Uk,"Você sabe o que são metadados? Já parou para pensar nas vulnerabilidades que eles podem gerar? É bem provável que enquanto você lê isto, metadados que carregam alguma informação sobre as suas atividades estejam sendo gerados e transmitidos pela rede. Por isso, é necessário saber como suas informações podem ser usadas e como minimizar externalidades.

Quer saber mais sobre como isso funciona e o que significa em um mundo onde cada vez mais decisões são tomadas a partir de grandes quantidades de dados? Use o link da bio para acessar o nosso artigo no Medium! 🚀
.
.
.
.
.
.

#metadados #segurançadainformação #espionagem #redes #tecnologia",52,0,2021-04-23 20:50:07,fea.dev,32518466002,,False,,"['metadados', 'segurançadainformação', 'espionagem', 'redes', 'tecnologia']",[]
87,CNkLDGXhCjZ,"Ao longo da história, sempre houveram pessoas tentando tirar vantagem em cima de outras, seja por ganância, competitividade ou, até mesmo, questões sexistas. Foi isso que aconteceu com essas cinco mulheres - e muitas outras! - que destacamos no post. 
Grandes descobertas, invenções e estudos foram descredibilizados por questões de gênero. Alguns sequer acreditavam que uma mulher poderia realizar tal grandiosidade, como foi o caso de Ada Lovelace. 

Não deixe que outras pessoas desacreditem do seu potencial! Se junte a nós para desenvolver mais uma habilidade 💛.
#herdev #progrAme #usp",82,3,2021-04-12 12:02:48,fea.dev,32518466002,,False,,"['herdev', 'programe', 'usp']",[]
88,CNTA-mXhlYE,,57,0,2021-04-05 20:07:43,fea.dev,32518466002,,False,,[],[]
89,CMvEM0OByYR,"[AS INSCRIÇÕES PARA O PROCESSO SELETIVO DO FEA.DEV ESTÃO ABERTAS!]

Se você é um estudante da USP apaixonado por aprender e acha que a programação pode fazer a diferença no estudo de negócios, então venha fazer história conosco!

Você não precisa ter conhecimento prévio sobre programação ou finanças, basta ser determinado e acreditar no potencial transformador da educação! 

Dentro do FEA.dev, desenvolvemos projetos sobre os mais diversos temas dentro do nosso escopo. Tudo aquilo que é produzido, por fim, retorna à comunidade universitária através de workshops, aulões, artigos e eventos. 💛

ACESSE O LINK DA BIO PARA FAZER A INSCRIÇÃO PARA O NOSSO PROCESSO SELETIVO! 😎🚀",66,1,2021-03-22 21:03:12,fea.dev,32518466002,,False,,[],[]
90,CMSoAjJhPj-,"Tiago Sobreira:
“Eu fui um dos membros fundadores no Fea.Dev quando estava no segundo ano da faculdade. No início faltava técnica, mas sobrava vontade, então os primeiros meses foram extremamente produtivos em termos de aprendizado. Toda semana eu conseguia aprender um novo conceito ou método para resolver problemas cada vez mais instigantes. Minha motivação foi sempre resolver problemas cada vez mais complexos e usar o conhecimento adquirido para melhorar o debate na FEA sobre linguagens de programação.
                Além de algumas linhas no currículo, o Fea.Dev me ajudou a construir valores. O desejo de aprender cada vez mais e de contribuir de alguma forma para a comunidade ao meu redor. Atualmente, trabalho na área de consultoria macroeconômica e desejo continuar na área. Apesar da área lidar com o gerenciamento de base de dados e construção de modelos estatísticos, poucas pessoas realmente sabem programação. Desta forma, acredito que este conhecimento seja um grande diferencial tanto para os profissionais da área, como também para as empresas que empregam tais profissionais.”

.
.
.
.
.
 
Olá Devs! Estamos trazendo para vocês mais um post da nossa campanha do Programe. Desta vez, trouxemos um breve relato de um dos nossos queridos fundadores, Tiago Sobreira.
Se assim como o Tiago você sente que o FEA.dev te ajudou de alguma forma, ou que o nosso conteúdo já te proporcionou alguma vantagem na universidade ou no trabalho, não hesite em entrar em contato conosco e tenha seu depoimento publicado!",51,0,2021-03-11 19:58:08,fea.dev,32518466002,,False,,[],[]
91,CMDTvz6hKjS,"Vocês pediram e a biblioteca do FEA.dev chegou!

Um dos princípios da nossa organização é o de difundir e democratizar o conhecimento sobre programação e negócios com a nossa comunidade. A fim de reproduzir aquilo que estudamos dentro do dev para vocês, lançamos nossa biblioteca digital! Nela, você poderá encontrar recomendações de livros sobre finanças quantitativas, econometria, estatística, inteligência artificial e machine learning aplicado a negócios – tudo, é claro, conectado ao universo da programação! 😎🚀

[Link na Bio]

E aí, já teve contato com algum livro que indicamos? Tem alguma sugestão de livro/paper que possamos indicar? Comente abaixo!
.
.
.
.
.
#biblioteca #fea #quant #python #rstats",73,0,2021-03-05 21:12:28,fea.dev,32518466002,,False,,"['biblioteca', 'fea', 'quant', 'python', 'rstats']",[]
92,CKzmfMJBosO,"Dando continuidade à campanha Programe – que tem por objetivo promover os benefícios acadêmicos, profissionais e pessoais do conhecimento sobre programação –, iniciaremos a apresentação de depoimentos de pessoas que, de diferentes formas, foram impactadas pelo conteúdo produzido pelo FEA.dev, seja com os nossas atividades internas, vídeos, publicações ou workshops.

Diego Lotterman:
""Aprender programação no FEA.dev foi um divisor de águas em minha vida. 
Primeiro, o óbvio. Esse conhecimento me permitiu automatizar muitas tarefas em meu trabalho e, portanto, conseguir gerar um dos ativos mais valiosos (se não o mais) de minha vida: o tempo!
Mais do que isso, a programação é uma ferramenta de constante evolução que potencializa em escalas absurdas meus conhecimentos da área de negócios e de economia. Não há nada mais gratificante que modelar e experimentar na prática o seu objeto de estudo fim, e a programação permite isso.""
.
.
.
.
.

Você sente que o FEA.dev te ajudou de alguma forma? Nosso conteúdo já te proporcionou alguma vantagem na universidade ou no trabalho? Se a resposta for sim, não hesite em entrar em contato conosco e tenha seu depoimento publicado!",108,7,2021-02-02 22:16:59,fea.dev,32518466002,,False,,[],[]
93,CKkDRDOhAtg,"Cada um de nós seguimos caminhos e objetivos diferentes durante a nossa carreira profissional. Mas não importa o que escolhemos, sempre estamos nos esforçando ao máximo pelo que acreditamos e buscando aprimoramento. Por isso, PROGRAME e construa a sua carreira.",69,3,2021-01-27 21:20:58,fea.dev,32518466002,413.0,True,,[],[]
94,CIgrNF5BO9O,"Já esteve curioso sobre como a programação pode auxiliar a transação de ativos financeiros, o famoso Trading? Em artigo para o medium do FEA.dev, nosso membro Lucas Matsuda relata como utilizou Python para testar a performance de uma estratégia de investimentos! Que tal dar uma conferida e de quebra aprender um pouco sobre finanças quantitativas e o que é um Backtest? 

Link na bio! 🚀",75,0,2020-12-07 20:49:51,fea.dev,32518466002,,False,,[],[]
95,CIT7q79hqcQ,"As pessoas tendem a imaginar a programação como algo muito além do entendimento comum. Telas da Matrix, hackers escrevendo códigos aleatórios numa velocidade sobrehumana... e todas essas visualizações distorcem a realidade. Programadores são pessoas comuns, com a curiosidade e coragem de enfrentar o desconhecido - que está cada vez mais presente em nossas rotinas. 
Não importa se você é um executivo, um mecânico ou um chef, a programação te ajuda a se tornar um profissional melhor ao ampliar perspectivas e possibilidades no dia-a-dia, trabalhar com criatividade na implementação de novas soluções e tornando os processos mais inteligentes - e simples - possíveis. 
Se envolva com a mente aberta e vontade de explorar, e as lições que você aprenderá ao longo do caminho abrirão portas que, até então, você nunca imaginava. 

Construa sua carreira. Programe.",79,1,2020-12-02 22:03:58,fea.dev,32518466002,373.0,True,,[],[]
96,CH8szvFhQlY,"Você sabia que o Banco Central também é responsável por ser transparente sobre uma série de dados sobre ativos financeiros? E por que parece tão difícil achar esses dados? 
A verdade é que essa tarefa se torna muito mais fácil com um conhecimento básico de Python! 
Em texto para o medium do FEA.dev, nosso membro João Victor Araujo ensina como manipular a API de séries temporais do Banco Central para fazer isso de forma simples e rápida. Que tal dar uma conferida?? 🚀",107,7,2020-11-23 21:31:12,fea.dev,32518466002,,False,,[],[]
97,CEsOGIKhvsP,"SEJAM MUITO BEM VINDES AO TIME!!!

É com muita alegria que o FEA.dev anuncia a entrada de seus novos membros! 🥳🎉🤩

Foi uma seleção extremante difícil e concorrida, passando por cases, dinâmicas e entrevistas. 🤔

Ficamos extremamente felizes com o resultado e estamos empolgados para por a mão na massa! 🤖💻🚀",121,12,2020-09-03 22:20:48,fea.dev,32518466002,,False,,[],[]
98,CEkdP49BwhV,"Continuando a sequência de vídeos ""Desigualdade de gênero na área da tecnologia sob três pontos de vista"", Isabela Donadelli, aluna de ciências atuariais da FEAUSP e diretora de marketing do FEA.dev, conta um pouco sobre seu primeiro contato com a programação e a importância da visibilidade de exemplos femininos como forma de encorajamento e empoderamento. 

Dê uma conferida no vídeo 2/3 dessa sequência!",78,13,2020-08-31 22:04:47,fea.dev,32518466002,508.0,True,,[],[]
99,CEaFqkphoQi,"Dando início a série de vídeos ""Desigualdade de gênero na área da tecnologia sob três pontos de vista"", da campanha HER.dev, Daielly Mantovani, professora doutora de análise de dados do departamento de administração da casa, nos trará sua visão dos impactos do gap de gênero existente na academia e da prejudicialidade da falta de incentivos direcionados às mulheres, que é evidenciada no futuro.

Confira, então, o 1/3 dessa sequencia de videos!",40,3,2020-08-27 21:30:55,fea.dev,32518466002,254.0,True,,[],[]
100,CEILtN4hMq7,"Em mais uma iniciativa do HER.dev, convidamos três mulheres em posições de liderança para discorrer sobre suas opiniões quanto ao gap de gênero na área da tecnologia. São visões do mesmo assunto sob ângulos diferentes: academia, mercado de trabalho e graduação. 

Agradecemos a Daielly Mantovani, professora doutora de análise de dados da FEA/USP; Monique Sampaio, COO na Lakewood Investment Management; e Isabela Donadelli, aluna de Ciências atuariais e diretora de marketing no FEA.dev. 

Teve curiosidade? Dá uma conferida no nosso trailer e nos acompanhe nas redes sociais!",50,4,2020-08-20 22:31:07,fea.dev,32518466002,279.0,True,,[],[]
101,CDxGtBqBcln,"Hoje, 11 de agosto, é comemorado o Dia Nacional do Estudante! A data celebra o direito básico do cidadão de ter educação e acesso ao conhecimento.
O FEA.dev, que tem como um dos valores justamente a disseminação de conteúdo através dos cursos, aulões, lives ou workshops gravados, acredita que, no contexto em que o acesso à educação passa por limitações, como o que estamos presenciando, a democratização do conhecimento se torna ainda mais valiosa!",83,4,2020-08-11 23:21:01,fea.dev,32518466002,,False,,[],[]
102,CC12JKMhrhe,"A todas as minas que possuem curiosidade, interesse ou/e  reconhecem a importancia da programação: Não deixem que padrões vigentes as desestimulem a programar, afinal, nossa capacidade para isso não advém do gênero, e sim de nossas competências!

Incentivamos muito sua inscrição e participação no nosso processo seletivo, o espaço é para todas!!

Link do formulário na bio! 💛🚀 
#yeswecan",38,0,2020-07-19 23:01:07,fea.dev,32518466002,,False,,['yeswecan'],[]
103,CCmLxMEBggf,"É com muita empolgação que anunciamos que as Inscrições para o Processo Seletivo do FEA.dev estão abertas! 
Arraste para o lado para saber mais! 
Lembrando também que dia 17/07 (sexta-feira) às 18h, teremos uma live de apresentação institucional com nossos membros.
Link da inscrição e live institucional: escaneie o QR Code ou Link na nossa bio!
🚀😎💛",49,1,2020-07-13 21:02:14,fea.dev,32518466002,,False,,[],[]
104,CChCkbLBLkp,"A tecnologia é uma área de atuação em que as oportunidades de participação nunca foram iguais. Se enquadrando a isso, o número de mulheres que programam e estão envolvidas nesse campo é baixíssimo, tanto em âmbito estudantil quanto no mercado de trabalho; e se pensarmos nas mulheres que cursam alguma universidade de negócios e saibam programar, esse número cai ainda mais. 
Por conta dessa percepção, o FEA.dev tomou iniciativa para tentar diminuir este gap de gênero, criando a campanha HER.dev, que busca aproximar a cultura da programação, em especial, às estudantes da FEA, por meio de ações que gerem visibilidade de exemplos para inspiração e incentivos ao início do aprendizado.
Entendemos que essa disparidade é resultante de barreiras culturais provenientes do machismo, que sustentam uma imagem masculina da área da programação. Assim, como todo o core da campanha, pretendemos fazer o máximo para mudar este paradigma, e reafirmar que lugar de mulher é onde ela quiser!",87,4,2020-07-11 21:05:39,fea.dev,32518466002,,False,,[],[]
105,CBrBMRegm2c,"Com a intenção de criar uma forte rede de contatos entre estudantes e empresas para a disseminação de conteúdo, conhecimento e experiências, o FEA.dev agora está no LinkedIn! Siga nossa página e conecte-se com nossas ideias e atividades.
Link na bio!",46,3,2020-06-20 21:34:37,fea.dev,32518466002,,False,,[],[]
106,CA05Pz1A0Zk,"Você já se perguntou como o logo do FEA.dev surgiu? 🤔
Nos primórdios, queríamos ser criativos e ter um logo que transmitisse nossas ideias. Reunidos ao redor de uma mesa e tomando uma gelada na vivência, fizemos diversos esboços. Até que finalmente encontramos a figura perfeita!
O logotipo do FEA.dev é formado pelas asas do Deus Mercúrio, símbolo da FEA/USP. O formato poligonal transmite a ideia de modernidade e tecnologia. As cores em dourado e a fonte representam riqueza e o mundo dos negócios. Finalmente, o método "".dev"" representa uma função na programação, dando a ideia que estamos ajudando a desenvolver a FEA nesse setor.
Não sabe o que são métodos e funções e ficou curioso? 
Acesse nosso canal no YouTube pelo link na bio e descubra! 🚀",68,0,2020-05-30 21:06:13,fea.dev,32518466002,,False,,[],[]
107,B_YMlAmgx5C,"Visando trazer ferramentas úteis do mundo da programação para o contexto da FEA, iniciaremos uma série de workshops possibilitando o aprendizado e utilização dessas técnicas. O primeiro terá início na próxima semana e tratará de como extrair dados do Banco Central. Acesse e se inscreva no nosso canal do youtube (link na bio) e fique ligado nas nossas redes sociais!",40,1,2020-04-24 21:05:46,fea.dev,32518466002,,False,,[],[]
108,B-Vc6Mal_Hk,"O FEA.dev agora está no Instagram!

Sigam a gente para ficarem por dentro dos nossos conteúdos, eventos e também notícias do mundo da programação! 😎💻",43,6,2020-03-29 22:59:21,fea.dev,32518466002,,False,,[],[]
